fragment,contribution
"[C&H0]=[N&H1]",-0.968495
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.605420
"[c&H0&R]=[N&H1]",-0.598455
"[N&H1]-[C&H0]=[N&H1]",-0.573417
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.548381
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.519160
"[C&H0]=[N&H0][O&H1]",-0.504920
"[N&H2]-[C&H0]=[N&H1]",-0.489830
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[c&H0&R]",-0.487040
"[C&H3]-[C&H0]=[N&H1]",-0.485688
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.483078
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.472595
"[C&H1]-[O&H1]",-0.468323
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.455483
"[C&H0]-[O&H1]",-0.450907
"[N&H0]-[C&H0]=[N&H1]",-0.443556
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.436217
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.424779
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.404457
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.403955
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.400985
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.396429
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.392500
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.391197
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.390813
"[O&H1]-[C&H0]-[C&H2]-[O&H0]",-0.387273
"[C&H2]-[C&H0]=[N&H1]",-0.384737
"[N&H2]-[C&H2]-[C&H2]",-0.384555
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.384387
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.383188
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.373523
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.370997
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[n&H0&R]",-0.369554
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.365329
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.365196
"[C&H3]-[C&H2]-[N&H1]-[C&H2]-[c&H0&R]",-0.360865
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]",-0.356186
"[C&H1&R](-[C&H2]-[N&H2])-[C&H2&R]-[C&H1&R]",-0.354295
"[C&H0&R]1(-[C&H2]-[N&H2])-[C&H2&R]-[C&H2&R]-1",-0.354073
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[C&H2]",-0.353322
"[N&H1]-[C&H0]=[C&H1]-[N&H0&+]-[O&H0&-]",-0.350533
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.345770
"[C&H0](=[O&H0])-[O&H1]",-0.345163
"[O&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.344603
"[O&H1]-[C&H0]-[C&H1]-[C&H2]-[c&H0&R]",-0.343543
"[n&H0&R]:[c&H0&R]-[N&H1]-[S&H0]-[c&H0&R]",-0.342216
"[N&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.342139
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.341623
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.341284
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.340542
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.337717
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.335126
"[C&H1](-[N&H2])-[C&H2]",-0.333559
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[c&H0&R]",-0.332281
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.330586
"[n&H0&R]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.330019
"[N&H2]-[N&H1]-[C&H2]",-0.327890
"[N&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.327720
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[C&H0]",-0.326867
"[N&H0]=[C&H0][S&H1]",-0.326326
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]-[c&H0&R]",-0.323233
"[C&H3]-[N&H1]-[C&H0]=[C&H1]-[N&H0&+]",-0.322164
"[C&H0&R2]1=[N&H0&R]-[C&H2&R]-[C&H2&R]-[N&H0&R2]-1",-0.322118
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.321941
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.321871
"[O&H1]-[C&H0]-[C&H1]-[N&H1]-[C&H0]",-0.321550
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.320673
"[C&H3]-[C&H1](-[N&H2])-[C&H0]=[O&H0]",-0.320353
"[C&H1]-[N&H2]",-0.318903
"[S&H0]=[N&H1]",-0.317093
"[n&H0&R]:[n&H0&R]:[n&H1&R]:[n&H0&R]",-0.316126
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]:[c&H1&R]",-0.315880
"[C&H0](=[N&H0]\[O&H1])\[N&H2]",-0.315823
"[N&H1]-[C&H1]-[C&H2]-[O&H0]-[C&H2]",-0.315759
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[c&H0&R]",-0.315295
"[C&H0&R](=[N&H0&R]-[C&H0&R]-[N&H2])-[N&H2]",-0.312237
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.308318
"[N&H1]-[C&H1]-[C&H2]-[C&H1]-[O&H1]",-0.306343
"[c&H0&R]-[C&H0]-[N&H1]-[S&H0]-[c&H0&R]",-0.303839
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.303678
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.303497
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[c&H0&R]",-0.297702
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.296914
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[C&H1&R]",-0.296769
"[c&H0&R]/[C&H0]=[N&H0]/[O&H1]",-0.295978
"[C&H0](=[O&H0])-[N&H1]-[S&H0]=[O&H0]",-0.295733
"[C&H3]-[C&H2]-[N&H1]-[C&H1&R]-[C&H2&R]",-0.295244
"[C&H1](-[N&H2])-[C&H2]-[O&H0]-[c&H0&R]",-0.295185
"[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.294813
"[c&H0&R]-[O&H0]-[C&H1]-[C&H2]-[O&H1]",-0.293852
"[c&H1&R]:[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.292195
"[N&H2]-[C&H2]",-0.291220
"[N&H2]-[C&H1]-[C&H2]-[C&H0]=[O&H0]",-0.286641
"[C&H1&R](-[N&H2])-[C&H2&R]-[C&H2&R]",-0.284544
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.284188
"[n&H0&R]:[c&H0&R]-[N&H1]-[S&H0]=[O&H0]",-0.284158
"[C&H0&R2]-[O&H1]",-0.283568
"[c&H0&R]-[C&H2]-[c&H0&R]:[n&H0&R]:[n&H1&R]",-0.282813
"[c&H0&R]/[C&H0](=[N&H0]/[O&H1])-[N&H2]",-0.281083
"[C&H3]-[C&H2]-[N&H1]-[C&H2]",-0.279914
"[C&H1]-[C&H1](-[N&H2])-[C&H0]=[O&H0]",-0.279002
"[C&H0&R]1(-[N&H2])-[C&H2&R]-[C&H2&R]-[C&H2&R]-1",-0.278485
"[O&H0&R]-[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.278104
"[C&H3]/[N&H0]=[C&H0]\[S&H1]",-0.277004
"[N&H2]-[C&H1]-[C&H2]-[O&H0]-[c&H0&R]",-0.276738
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.276546
"[c&H0&R]-[O&H0]-[C&H2]-[C&H1]-[O&H1]",-0.274648
"[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.274343
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.273852
"[C&H0](=[N&H1])-[N&H1]-[S&H0]-[N&H2]",-0.273821
"[c&H0&R]/[C&H0](=[N&H0]/[O&H1])-[N&H1]",-0.273674
"[N&H2]-[C&H1]-[C&H2]-[C&H2]-[C&H0]",-0.273419
"[N&H0&+]-[C&H2]-[C&H2]-[O&H0]-[C&H0]",-0.272924
"[C&H1]/[N&H0]=[c&H0&R]/[c&H0&R2]",-0.272836
"[C&H2]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.271642
"[C&H0]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.271589
"[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.269455
"[O&H1]-[C&H0]=[O&H0]",-0.269385
"[C&H1]-[C&H2]-[N&H1]-[C&H2]-[c&H0&R]",-0.266626
"[n&H0&R]:[n&H0&R2]:[c&H0&R]-[O&H1]",-0.266615
"[c&H0&R]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.266595
"[C&H3]-[N&H1]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.263246
"[C&H1&R]=[N&H0&R]-[N&H0&R]-[B&H0&R]-[O&H1]",-0.262860
"[N&H1]-[N&H2]",-0.262352
"[c&H0&R](=[N&H0&+](-[C&H3])-[C&H3]):[c&H1&R]",-0.261046
"[N&H0&R]-[C&H2]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.261009
"[C&H3]-[N&H1]-[C&H1]-[C&H1]-[O&H1]",-0.260877
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.260381
"[C&H3]-[N&H0&R2]-[C&H1&R2]-[C&H2&R]-[C&H2&R]",-0.260261
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.259828
"[C&H2&R]1-[C&H2&R]-[N&H0&R]=[C&H0&R]-[N&H1&R]-1",-0.259265
"[C&H3]-[C&H1&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.258700
"[c&H0&R]-[C&H0]=[N&H1]",-0.258509
"[C&H3]-[N&H1]-[C&H1&R]-[C&H2&R]-[C&H2&R]",-0.258208
"[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.257905
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[c&H1&R]",-0.257648
"[O&H1]-[C&H0]-[C&H2]-[C&H0]",-0.256995
"[s&H0&R]:[c&H0&R]-[C&H2]-[n&H0&R]:[c&H0&R]",-0.256796
"[N&H0&R]-[B&H0&R]-[O&H1]",-0.256751
"[O&H1]-[c&H0&R]:[n&H0&R]:[c&H0&R]-[O&H1]",-0.256139
"[C&H2]-[N&H2]",-0.255747
