fragment,contribution
"[N&H0]-[C&H2]-[C&H2]-[C&H0]-[C&H0]",-0.855246
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.765434
"[S&H0]-[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.741838
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.727710
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[c&H0&R]",-0.717385
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.693463
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[C&H2]",-0.690144
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.688095
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.666366
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.659389
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.657734
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.655229
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.650237
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.638228
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[C&H0]",-0.636177
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.632058
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[c&H0&R]",-0.628944
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.628180
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H1&R3]-[C&H2&R2]",-0.624404
"[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.624370
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.622958
"[O&H1]-[C&H0]=[O&H0]",-0.619845
"[C&H0]-[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.612279
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[n&H1&R]",-0.604234
"[S&H0]-[N&H0]-[C&H2]-[C&H0]=[O&H0]",-0.599448
"[O&H1]-[C&H0]-[C&H1]-[C&H2]-[c&H0&R]",-0.594671
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.593274
