fragment,contribution
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.578843
"[N&H2]-[C&H2]-[C&H2]",-0.552759
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[c&H0&R]",-0.533899
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.522745
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[c&H1&R]",-0.520486
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]",-0.510564
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.488937
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.487574
"[N&H2]-[C&H0](=[N&H1])-[N&H1]-[c&H0&R]",-0.479448
"[O&H1]-[C&H0]-[C&H2]-[S&H0]",-0.476241
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.470209
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.466261
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.464683
"[O&H1]-[C&H0]=[O&H0]",-0.459371
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H0&R2]",-0.455516
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.451253
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.450639
"[N&H2]-[C&H2]",-0.441157
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.436810
"[C&H0](=[N&H1])-[N&H2]",-0.435166
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[c&H0&R]",-0.435133
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[C&H2]",-0.433961
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.432503
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[s&H0&R]",-0.432041
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.430794
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.429605
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.426863
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.425482
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.423112
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[C&H0]",-0.418099
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]-[c&H0&R]",-0.415011
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H2]",-0.413777
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.413568
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.412995
"[c&H0&R2]:[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.412448
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.412215
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.411988
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.410818
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.410595
"[n&H0&R]:[n&H0&R2]:[c&H0&R]-[O&H1]",-0.407204
"[S&H0]-[N&H1]-[c&H0&R]:[s&H0&R]:[c&H0&R]",-0.407048
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.406349
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.405261
"[C&H0]-[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.405229
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.404986
"[C&H0]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.404236
